Time[s],Wavelength [nm],Voltage [V]
3726706556.6939921400,618.5937500000,0.1139352000
3726706557.5760893800,618.6875000000,0.1142028000
3726706558.4573655100,618.8125000000,0.1138311000
3726706559.3396449100,618.9062500000,0.1143110000
3726706560.2238879200,619.0000000000,0.1164034000
3726706561.1126136800,619.0937500000,0.1201122000
3726706561.9956665000,619.1875000000,0.1230573000
3726706562.8809614200,619.3125000000,0.1276780000
3726706563.7694535200,619.4062500000,0.1293211000
3726706564.6501641300,619.5000000000,0.1302973000
3726706565.5306830400,619.5937500000,0.1331484000
3726706566.4115881900,619.6875000000,0.1349324000
3726706567.2956657400,619.8125000000,0.1354532000
3726706568.1781239500,619.9062500000,0.1347731000
3726706569.0617599500,620.0000000000,0.1315952000
3726706569.9412665400,620.0937500000,0.1248749000
3726706570.8191537800,620.1875000000,0.1224384000
3726706571.7082576700,620.3125000000,0.1225222000
3726706572.5943999300,620.4062500000,0.1197671000
3726706573.4777088200,620.5000000000,0.1163258000
3726706574.3566865900,620.5937500000,0.1136258000
3726706575.2381105400,620.6875000000,0.1110147000
3726706576.1179189700,620.8125000000,0.1117673000
3726706577.0026240300,620.9062500000,0.1104919000
3726706577.8909478200,621.0000000000,0.1100548000
3726706578.7705216400,621.0937500000,0.1105245000
3726706579.6534199700,621.1875000000,0.1103714000
3726706580.5370249700,621.3125000000,0.1108962000
3726706581.4226384200,621.4062500000,0.1104510000
3726706582.3008136700,621.5000000000,0.1105552000
3726706583.1853246700,621.5937500000,0.1126863000
3726706584.0776658000,621.6875000000,0.1071935000
3726706584.9586296100,621.8125000000,0.1132970000
3726706585.8379182800,621.9062500000,0.1116866000
3726706586.7209758700,622.0000000000,0.1090959000
3726706587.6041359900,622.0937500000,0.1106124000
3726706588.4880590400,622.1875000000,0.1122513000
3726706589.3747639600,622.3125000000,0.1113210000
3726706590.2604599000,622.4062500000,0.1121206000
3726706591.1411342600,622.5000000000,0.1113762000
3726706592.0209240900,622.5937500000,0.1078062000
3726706592.9088239700,622.6875000000,0.1094881000
3726706593.7902383800,622.8125000000,0.1089448000
3726706594.6729784000,622.9062500000,0.1097719000
3726706595.5523657800,623.0000000000,0.1090204000
3726706596.4392142300,623.0937500000,0.1130070000
3726706597.3281474100,623.1875000000,0.1113884000
3726706598.2115783700,623.3125000000,0.1124290000
3726706599.0929265000,623.4062500000,0.1142559000
3726706599.9697294200,623.5000000000,0.1099486000
3726706600.8535337400,623.5937500000,0.1110760000
3726706601.7410159100,623.6875000000,0.1099343000
3726706602.6251535400,623.8125000000,0.1115968000
3726706603.5123696300,623.9062500000,0.1115498000
3726706604.3938617700,624.0000000000,0.1108881000
3726706605.2771406200,624.0937500000,0.1082984000
3726706606.1580095300,624.1875000000,0.1104837000
3726706607.0410585400,624.3125000000,0.1103428000
3726706607.9162769300,624.4062500000,0.1151443000
3726706608.7960639000,624.5000000000,0.1144009000
3726706609.6727480900,624.5937500000,0.1099272000
3726706610.5534801500,624.6875000000,0.1098159000
3726706611.4365496600,624.8125000000,0.1099997000
3726706612.3239126200,624.9062500000,0.1100967000
3726706613.2023735000,625.0000000000,0.1123882000
3726706614.0872678700,625.0937500000,0.1104102000
3726706614.9728469800,625.1875000000,0.1090837000
3726706615.8490304900,625.3125000000,0.1104878000
3726706616.7361397700,625.4062500000,0.1074999000
3726706617.6184015300,625.5000000000,0.1097883000
3726706618.5044469800,625.5937500000,0.1111311000
3726706619.3868231800,625.6875000000,0.1110923000
3726706620.2728977200,625.8125000000,0.1088590000
3726706621.1546225500,625.9062500000,0.1112332000
3726706622.0372338300,626.0000000000,0.1118612000
3726706622.9167094200,626.0937500000,0.1110780000
3726706623.8016119000,626.1875000000,0.1111617000
3726706624.6852226200,626.3125000000,0.1109269000
3726706625.5726313600,626.4062500000,0.1104367000
3726706626.4519085900,626.5000000000,0.1079757000
3726706627.3357639300,626.5937500000,0.1124453000
3726706628.2147917700,626.6875000000,0.1089305000
3726706629.1019129700,626.8125000000,0.1127354000
3726706629.9842848800,626.9062500000,0.1119654000
3726706630.8692197800,627.0000000000,0.1094717000
3726706631.7491569500,627.0937500000,0.1150136000
3726706632.6362118700,627.1875000000,0.1208853000
3726706633.5178351400,627.3125000000,0.1227468000
3726706634.4010992000,627.4062500000,0.1251558000
3726706635.2796130200,627.5000000000,0.1258706000
3726706636.1616969100,627.5937500000,0.1325347000
3726706637.0469818100,627.6875000000,0.1393744000
3726706637.9324917800,627.8125000000,0.1410399000
3726706638.8191614100,627.9062500000,0.1392376000
3726706639.7017240500,628.0000000000,0.1402577000
3726706640.5828905100,628.0937500000,0.1357840000
3726706641.4664425800,628.1875000000,0.1251517000
3726706642.3492770200,628.3125000000,0.1248719000
3726706643.2290415800,628.4062500000,0.1257828000
3726706644.1120615000,628.5000000000,0.1206831000
3726706644.9930129000,628.5937500000,0.1149789000
3726706645.8760399800,628.6875000000,0.1115906000
3726706646.7602109900,628.8125000000,0.1130948000
3726706647.6419181800,628.9062500000,0.1129028000
3726706648.5178456300,629.0000000000,0.1115089000
3726706649.3999238000,629.0937500000,0.1098393000
3726706650.2830200200,629.1875000000,0.1108983000
3726706651.1711816800,629.3125000000,0.1117938000
3726706652.0543198600,629.4062500000,0.1091204000
3726706652.9362797700,629.5000000000,0.1106021000
3726706653.8180170000,629.5937500000,0.1085772000
3726706654.7041759500,629.6875000000,0.1119634000
3726706655.5830664600,629.8125000000,0.1131438000
3726706656.4668192900,629.9062500000,0.1116213000
3726706657.3556480400,630.0000000000,0.1095207000
3726706658.2411599100,630.0937500000,0.1108411000
3726706659.1269903200,630.1875000000,0.1076346000
3726706660.0107026100,630.3125000000,0.1093737000
3726706660.8911438000,630.4062500000,0.1117540000
3726706661.7782526000,630.5000000000,0.1141027000
3726706662.6635313000,630.5937500000,0.1092491000
3726706663.5401544600,630.6875000000,0.1117775000
3726706664.4234743100,630.8125000000,0.1116785000
3726706665.3052601800,630.9062500000,0.1106410000
3726706666.1905975300,631.0000000000,0.1080533000
3726706667.0730376200,631.0937500000,0.1111474000
3726706667.9544825500,631.1875000000,0.1116591000
3726706668.8389062900,631.3125000000,0.1113946000
3726706669.7214150400,631.4062500000,0.1118755000
3726706670.6012086900,631.5000000000,0.1108268000
3726706671.4851074200,631.5937500000,0.1075550000
3726706672.3725209200,631.6875000000,0.1088243000
3726706673.2586288400,631.8125000000,0.1111148000
3726706674.1408824900,631.9062500000,0.1144070000
3726706675.0234670600,632.0000000000,0.1119103000
3726706675.9011855100,632.0937500000,0.1121267000
3726706676.7933464000,632.1875000000,0.1130989000
3726706677.6731767600,632.3125000000,0.1091613000
3726706678.5554838200,632.4062500000,0.1107696000
3726706679.4362096800,632.5000000000,0.1072364000
3726706680.3191847800,632.5937500000,0.1137780000
3726706681.2031488400,632.6875000000,0.1100037000
3726706682.0867838800,632.8125000000,0.1108819000
3726706682.9635944400,632.9062500000,0.1107206000
3726706683.8448672300,633.0000000000,0.1104735000
3726706684.7274942400,633.0937500000,0.1094350000
3726706685.6087784800,633.1875000000,0.1112067000
3726706686.4928669900,633.3125000000,0.1102631000
3726706687.3698048600,633.4062500000,0.1100630000
3726706688.2534832900,633.5000000000,0.1102917000
3726706689.1382145900,633.5937500000,0.1112925000
3726706690.0231080000,633.6875000000,0.1111393000
3726706690.9021878200,633.8125000000,0.1092491000
3726706691.7818245900,633.9062500000,0.1104408000
3726706692.6687226300,634.0000000000,0.1088304000
3726706693.5502281200,634.0937500000,0.1113741000
3726706694.4348874100,634.1875000000,0.1090040000
3726706695.3159551600,634.3125000000,0.1093553000
3726706696.1934928900,634.4062500000,0.1141007000
3726706697.0768528000,634.5000000000,0.1109269000
3726706697.9607753700,634.5937500000,0.1092471000
3726706698.8423981700,634.6875000000,0.1112986000
3726706699.7220191900,634.8125000000,0.1130437000
3726706700.6022062300,634.9062500000,0.1115396000
3726706701.4829921700,635.0000000000,0.1115825000
3726706702.3644847900,635.0937500000,0.1107533000
3726706703.2517600000,635.1875000000,0.1125168000
3726706704.1368479700,635.3125000000,0.1112516000
3726706705.0208001100,635.4062500000,0.1127313000
3726706705.9048376100,635.5000000000,0.1105245000
3726706706.7901201200,635.5937500000,0.1109167000
3726706707.6678400000,635.6875000000,0.1188807000
3726706708.5480690000,635.8125000000,0.1217921000
3726706709.4324183500,635.9062500000,0.1220718000
3726706710.3108229600,636.0000000000,0.1236169000
3726706711.1958127000,636.0937500000,0.1272073000
3726706712.0831966400,636.1875000000,0.1318648000
3726706712.9666471500,636.3125000000,0.1318954000
3726706713.8421487800,636.4062500000,0.1348098000
3726706714.7206993100,636.5000000000,0.1359801000
3726706715.6014127700,636.5937500000,0.1274503000
3726706716.4890618300,636.6875000000,0.1265517000
3726706717.3772664100,636.8125000000,0.1204206000
3726706718.2597494100,636.9062500000,0.1214571000
3726706719.1454978000,637.0000000000,0.1202715000
3726706720.0237822500,637.0937500000,0.1152045000
3726706720.9048976900,637.1875000000,0.1123044000
3726706721.7898120900,637.3125000000,0.1140680000
3726706722.6774816500,637.4062500000,0.1107431000
3726706723.5655326800,637.5000000000,0.1092389000
3726706724.4493570300,637.5937500000,0.1119378000
3726706725.3327231400,637.6875000000,0.1106267000
3726706726.2141966800,637.8125000000,0.1090571000
3726706727.0965433100,637.9062500000,0.1103877000
3726706727.9789638500,638.0000000000,0.1117438000
3726706728.8593511600,638.0937500000,0.1127129000
3726706729.7394304300,638.1875000000,0.1134093000
3726706730.6153783800,638.3125000000,0.1114293000
3726706731.5008320800,638.4062500000,0.1108840000
3726706732.3821191800,638.5000000000,0.1098965000
3726706733.2668786000,638.5937500000,0.1107614000
3726706734.1521568300,638.6875000000,0.1122595000
3726706735.0359864200,638.8125000000,0.1095800000
3726706735.9146008500,638.9062500000,0.1109718000
3726706736.7959690100,639.0000000000,0.1095452000
3726706737.6796665200,639.0937500000,0.1073528000
3726706738.5556302100,639.1875000000,0.1130295000
3726706739.4388313300,639.3125000000,0.1117755000
3726706740.3191289900,639.4062500000,0.1100364000
3726706741.2030735000,639.5000000000,0.1095309000
3726706742.0838856700,639.5937500000,0.1093614000
3726706742.9679622600,639.6875000000,0.1119246000
3726706743.8494815800,639.8125000000,0.1091552000
3726706744.7355008100,639.9062500000,0.1079328000
3726706745.6176023500,640.0000000000,0.1094268000
3726706746.5003151900,640.0937500000,0.1121962000
3726706747.3852934800,640.1875000000,0.1105388000
3726706748.2716846500,640.3125000000,0.1125515000
3726706749.1617326700,640.4062500000,0.1095657000
3726706750.0478487000,640.5000000000,0.1138883000
3726706750.9241294800,640.5937500000,0.1110923000
3726706751.8070488000,640.6875000000,0.1115906000
3726706752.6908431000,640.8125000000,0.1105245000
3726706753.5744409600,640.9062500000,0.1087099000
3726706754.4536414100,641.0000000000,0.1116478000
3726706755.3339285800,641.0937500000,0.1138249000
3726706756.2186374700,641.1875000000,0.1113721000
3726706757.1084365800,641.3125000000,0.1094125000
3726706757.9859838500,641.4062500000,0.1093247000
3726706758.8711910200,641.5000000000,0.1084710000
3726706759.7549839000,641.5937500000,0.1101304000
3726706760.6417517600,641.6875000000,0.1104919000
3726706761.5239710800,641.8125000000,0.1084710000
3726706762.4132728600,641.9062500000,0.1114783000
3726706763.2938127500,642.0000000000,0.1107349000
3726706764.1796855900,642.0937500000,0.1106695000
3726706765.0638608900,642.1875000000,0.1116519000
3726706765.9459977100,642.3125000000,0.1080625000
3726706766.8336353300,642.4062500000,0.1114232000
3726706767.7171783400,642.5000000000,0.1132541000
3726706768.5964031200,642.5937500000,0.1100395000
3726706769.4838185300,642.6875000000,0.1139414000
3726706770.3665151600,642.8125000000,0.1099425000
3726706771.2512335800,642.9062500000,0.1120573000
3726706772.1335578000,643.0000000000,0.1106655000
3726706773.0169215200,643.0937500000,0.1122248000
3726706773.9031481700,643.1875000000,0.1095473000
3726706774.7890033700,643.3125000000,0.1109596000
3726706775.6690678600,643.4062500000,0.1100119000
3726706776.5511689200,643.5000000000,0.1108595000
3726706777.4379015000,643.5937500000,0.1093859000
3726706778.3201384500,643.6875000000,0.1099997000
3726706779.2045655200,643.8125000000,0.1121022000
3726706780.0888934100,643.9062500000,0.1100824000
3726706780.9729962300,644.0000000000,0.1127251000
3726706781.8586449600,644.0937500000,0.1139699000
3726706782.7431616800,644.1875000000,0.1130417000
3726706783.6270680400,644.3125000000,0.1156498000
3726706784.5073466300,644.4062500000,0.1099956000
3726706785.3926782600,644.5000000000,0.1139475000
3726706786.2699646900,644.5937500000,0.1151096000
3726706787.1558613800,644.6875000000,0.1166566000
3726706788.0408849700,644.8125000000,0.1147848000
3726706788.9116048800,644.9062500000,0.1157988000
3726706789.7972641000,645.0000000000,0.1150279000
3726706790.6781182300,645.0937500000,0.1145438000
3726706791.5636687300,645.1875000000,0.1141476000
3726706792.4480590800,645.3125000000,0.1120267000
3726706793.3322086300,645.4062500000,0.1118235000
3726706794.2144265200,645.5000000000,0.1090122000
3726706795.0920376800,645.5937500000,0.1098618000
3726706795.9710159300,645.6875000000,0.1112843000
3726706796.8530664400,645.8125000000,0.1107512000
3726706797.7391758000,645.9062500000,0.1092491000
3726706798.6233630200,646.0000000000,0.1088406000
3726706799.5090289100,646.0937500000,0.1111658000
3726706800.3944850000,646.1875000000,0.1096841000
3726706801.2771630300,646.3125000000,0.1069505000
3726706802.1555314100,646.4062500000,0.1097760000
3726706803.0403690300,646.5000000000,0.1121594000
3726706803.9233241100,646.5937500000,0.1099476000
3726706804.8059816400,646.6875000000,0.1118684000
3726706805.6885638200,646.8125000000,0.1120512000
3726706806.5720520000,646.9062500000,0.1091245000
3726706807.4537081700,647.0000000000,0.1098822000
3726706808.3373665800,647.0937500000,0.1089060000
3726706809.2141990600,647.1875000000,0.1081616000
3726706810.0981807700,647.3125000000,0.1100027000
3726706810.9815425900,647.4062500000,0.1097842000
3726706811.8683233200,647.5000000000,0.1130846000
3726706812.7555294000,647.5937500000,0.1088652000
3726706813.6372938100,647.6875000000,0.1097352000
3726706814.5213680300,647.8125000000,0.1120369000
3726706815.4089121800,647.9062500000,0.1098353000
3726706816.2925119400,648.0000000000,0.1078062000
3726706817.1750583600,648.0937500000,0.1113374000
3726706818.0583577100,648.1875000000,0.1081003000
3726706818.9381246600,648.3125000000,0.1109371000
3726706819.8182921400,648.4062500000,0.1129661000
3726706820.6977357900,648.5000000000,0.1099864000
3726706821.5800886100,648.5937500000,0.1107063000
3726706822.4642415000,648.6875000000,0.1092409000
3726706823.3466382000,648.8125000000,0.1113149000
3726706824.2297296500,648.9062500000,0.1105654000
3726706825.1174702600,649.0000000000,0.1095330000
3726706825.9999456400,649.0937500000,0.1110372000
3726706826.8776946100,649.1875000000,0.1097393000
3726706827.7555542000,649.3125000000,0.1126925000
3726706828.6353049300,649.4062500000,0.1104959000
3726706829.5188760700,649.5000000000,0.1066768000
3726706830.4020838700,649.5937500000,0.1095943000
3726706831.2834706300,649.6875000000,0.1130683000
3726706832.1671152100,649.8125000000,0.1135972000
3726706833.0480561200,649.9062500000,0.1119021000
3726706833.9278135300,650.0000000000,0.1121676000
3726706834.8118033400,650.0937500000,0.1108962000
3726706835.6917943900,650.1875000000,0.1137739000
3726706836.5796170200,650.3125000000,0.1112782000
